persona_id,persona,comparison_number,choice,choice_type,explanation,individual1_id,individual1_sex,individual1_age,individual1_race,individual1_juv_fel,individual1_juv_misd,individual1_juv_other,individual1_priors,individual1_charge,individual2_id,individual2_sex,individual2_age,individual2_race,individual2_juv_fel,individual2_juv_misd,individual2_juv_other,individual2_priors,individual2_charge,timestamp
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",1,"Ok to treat differently, or no opinion",different,,2898,Female,31,Caucasian,0,0,0,0,M,10296,Male,40,African-American,0,0,0,1,F,2025-03-07 03:35:48
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",2,"Ok to treat differently, or no opinion",different,,6551,Male,40,Caucasian,0,0,0,1,M,5418,Male,27,African-American,0,0,0,0,F,2025-03-07 03:35:48
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",3,"Ok to treat differently, or no opinion",different,,299,Male,50,Caucasian,0,0,0,1,F,7648,Male,24,African-American,0,0,0,0,M,2025-03-07 03:35:48
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",4,"Ok to treat differently, or no opinion",different,,3911,Male,45,Hispanic,0,0,0,8,F,10843,Male,24,Hispanic,0,0,0,0,M,2025-03-07 03:35:49
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",5,"Ok to treat differently, or no opinion",different,,9393,Female,27,Caucasian,0,0,0,1,F,1252,Male,33,Other,0,0,0,0,F,2025-03-07 03:35:49
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",6,"Ok to treat differently, or no opinion.",different,.,4683,Male,29,Hispanic,0,0,0,0,M,1741,Male,24,African-American,0,0,0,5,F,2025-03-07 03:35:50
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",7,Should be treated equally,equal,,689,Female,51,African-American,0,0,0,16,F,6663,Male,39,African-American,0,0,0,1,F,2025-03-07 03:35:50
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",8,"Ok to treat differently, or no opinion",different,,10225,Male,34,Other,0,0,0,0,F,9401,Male,24,Caucasian,0,0,0,1,M,2025-03-07 03:35:51
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",9,Should be treated equally,equal,,1306,Male,30,African-American,0,0,0,5,F,2671,Male,29,African-American,0,2,1,7,F,2025-03-07 03:35:51
0,"age: 23
sex: Male
race: Some Other Race alone
ancestry: Hispanic
household language: Spanish
education: Regular high school diploma
employment status: Not in labor force
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: RET-Automobile Dealers
occupation category: TRN-Stockers And Order Fillers
detailed job description: Responsible for receiving, storing, and distributing material, tools, equipment, and products within establishments
income: 112600.0
marital status: Never married or under 15 years old
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Texas/TX
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Low, Conscientiousness: Extremely Low, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys tinkering with technology and gadgets
mannerisms: Speaks quickly and with enthusiasm
personal time: Spends free time volunteering at the local church and working on cars
lifestyle: Relaxed and community-oriented
ideology: Conservative
political views: Republican
religion: Catholic
",10,"Ok to treat differently, or no opinion",different,,2604,Male,34,African-American,0,0,0,7,F,3229,Male,26,Caucasian,0,0,0,2,F,2025-03-07 03:35:51
