persona_id,persona,comparison_number,choice,choice_type,explanation,individual1_id,individual1_sex,individual1_age,individual1_race,individual1_juv_fel,individual1_juv_misd,individual1_juv_other,individual1_priors,individual1_charge,individual2_id,individual2_sex,individual2_age,individual2_race,individual2_juv_fel,individual2_juv_misd,individual2_juv_other,individual2_priors,individual2_charge,timestamp
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",1,Should be treated equally,equal,,6594,Male,24,African-American,0,0,0,0,M,9128,Male,26,Caucasian,1,0,0,9,F,2025-03-07 03:43:30
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",2,Should be treated equally,equal,,9023,Male,56,Caucasian,0,0,0,1,M,9674,Male,22,Caucasian,0,1,2,4,M,2025-03-07 03:43:30
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",3,Should be treated equally,equal,,10407,Male,45,African-American,0,0,0,38,F,5923,Male,29,Caucasian,0,0,0,2,F,2025-03-07 03:43:31
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",4,Should be treated equally,equal,,6009,Male,29,African-American,0,0,0,6,M,2753,Male,27,African-American,0,0,0,5,F,2025-03-07 03:43:31
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",5,Should be treated equally,equal,,10431,Male,41,Caucasian,0,0,0,3,M,1737,Female,34,African-American,0,0,0,14,F,2025-03-07 03:43:31
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",6,Should be treated equally,equal,,6629,Female,28,Caucasian,0,0,0,1,M,6520,Female,26,African-American,0,0,0,1,F,2025-03-07 03:43:32
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",7,Should be treated equally,equal,,3370,Female,29,Hispanic,0,0,0,1,F,9798,Male,26,African-American,0,1,0,3,M,2025-03-07 03:43:32
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",8,Should be treated equally,equal,,5701,Male,20,Hispanic,0,0,0,0,M,1638,Male,45,African-American,0,0,0,10,F,2025-03-07 03:43:32
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",9,Should be treated equally,equal,,1470,Male,54,African-American,0,0,0,4,M,9550,Male,52,African-American,0,0,0,16,F,2025-03-07 03:43:33
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",10,Should be treated equally,equal,,3189,Male,33,African-American,0,0,0,23,F,10400,Male,23,Caucasian,0,0,7,3,M,2025-03-07 03:43:33
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",11,Should be treated equally,equal,,4509,Male,21,African-American,0,0,0,0,F,680,Male,38,African-American,0,0,0,5,F,2025-03-07 03:43:33
50,"age: 56
sex: Female
race: White alone
ancestry: German
household language: English only
education: Master's degree
employment status: Civilian employed, at work
class of worker: Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions
industry category: SCA-Individual And Family Services
occupation category: CMS-Mental Health Counselors
detailed job description: Provides mental health counseling and support to individuals and families
income: 84700.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Virginia/VA
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Extremely High, Conscientiousness: Average, Extraversion: High, Agreeableness: Average, Neuroticism: Low
defining quirks: Enjoys painting as a form of self-expression
mannerisms: Often hums when thinking
personal time: Spends free time painting or reading
lifestyle: Balanced and mindful
ideology: Liberal
political views: Democrat
religion: Other Christian
",12,Should be treated equally,equal,,9258,Male,45,Caucasian,0,0,0,0,M,6595,Male,40,African-American,0,0,0,0,F,2025-03-07 03:43:34
