persona_id,persona,comparison_number,choice,choice_type,explanation,individual1_id,individual1_sex,individual1_age,individual1_race,individual1_juv_fel,individual1_juv_misd,individual1_juv_other,individual1_priors,individual1_charge,individual2_id,individual2_sex,individual2_age,individual2_race,individual2_juv_fel,individual2_juv_misd,individual2_juv_other,individual2_priors,individual2_charge,timestamp
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",1,Should be treated equally,equal,,9578,Male,26,African-American,0,0,0,5,M,7022,Male,25,African-American,0,0,0,0,M,2025-03-07 03:48:38
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",2,Should be treated equally,equal,,1229,Male,35,African-American,0,0,0,7,F,7480,Male,41,Caucasian,0,0,0,2,F,2025-03-07 03:48:38
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",3,Should be treated equally,equal,,7241,Male,23,African-American,1,0,0,2,F,6324,Male,23,Hispanic,0,0,1,2,F,2025-03-07 03:48:39
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",4,Should be treated equally,equal,,6505,Male,29,Caucasian,0,0,0,5,F,851,Male,63,Caucasian,0,0,0,1,M,2025-03-07 03:48:39
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",5,"Ok to treat differently, or no opinion",different,,10864,Male,22,African-American,0,0,1,1,F,9170,Male,52,Caucasian,0,0,0,1,F,2025-03-07 03:48:39
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",6,"Ok to treat differently, or no opinion",different,,9067,Male,36,Caucasian,0,0,0,10,M,1910,Male,51,Caucasian,0,0,0,3,F,2025-03-07 03:48:40
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",7,"Ok to treat differently, or no opinion",different,,9110,Male,49,African-American,0,0,0,3,F,3758,Male,45,African-American,0,0,0,3,M,2025-03-07 03:48:40
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",8,Should be treated equally,equal,,5650,Male,28,African-American,0,0,0,5,F,2955,Male,30,African-American,0,0,0,1,M,2025-03-07 03:48:41
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",9,Should be treated equally,equal,,6712,Female,41,Caucasian,0,0,0,1,M,329,Male,36,Other,0,0,0,1,M,2025-03-07 03:48:41
450,"age: 61
sex: Female
race: White alone
ancestry: European
household language: English only
education: Bachelor's degree
employment status: Civilian employed, at work
class of worker: Local government employee (city, county, etc.)
industry category: EDU-Elementary And Secondary Schools
occupation category: OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive
detailed job description: Manages administrative tasks, scheduling, and communication within the school
income: 135000.0
marital status: Married
household type: Married couple household, no children of the householder less than 18
family presence and age: No related children
place of birth: Maine/ME
citizenship: Born in the United States
veteran status: Non-Veteran
disability: None
health insurance: With health insurance coverage
big five scores: Openness: Average, Conscientiousness: Average, Extraversion: Average, Agreeableness: Average, Neuroticism: Extremely Low
defining quirks: Meticulous organization
mannerisms: Always carries a pen and notepad
personal time: Spends free time in quiet reflection or prayer
lifestyle: Calm and community-oriented
ideology: Moderate
political views: Conservative
religion: Catholic
",10,Should be treated equally,equal,,616,Male,32,African-American,0,0,0,3,F,5899,Male,42,African-American,0,0,0,0,F,2025-03-07 03:48:41
